2006.45753     19.18      3.49
2006.46027     25.16      3.67
2006.46301     14.23      3.84
2006.46575     18.40      3.71
2006.46849     26.45      3.70
2006.47123     26.26      3.65
2006.47397     19.64      3.71
2006.47671     21.71      3.71
2006.47945     24.77      3.70
2006.48219     22.31      3.79
2006.48493     25.89      3.76
2006.50685     17.87      3.58
2006.50959     13.67      3.79
2006.51233     12.59      3.87
2006.51507      9.11      4.02
2006.51781     11.94      4.09
2006.52055     18.26      3.66
2006.52329     17.04      3.82
2006.52603     17.60      3.70
2006.52877     22.21      3.75
2006.53151      0.36      4.20
2006.56986     26.40      3.63
2006.57260     22.23      3.68
2006.57534     16.24      3.54
2006.58082     26.27      3.72
2006.58356     32.57      3.70
2006.58630     25.48      3.77
2006.58904     24.08      3.65
2006.59178     19.79      3.74
2006.59452     18.94      3.75
2006.59726     30.26      3.88
2006.60000     20.70      3.74
2006.60274     21.60      3.63
2006.60548     11.26      3.64
2006.60822     22.09      3.51
2006.61096     21.81      3.53
2006.61370     26.58      3.45
2006.61644     19.71      3.42
2006.61918     23.41      3.52
2006.62192     16.32      3.54
2006.62466     19.62      3.49
2006.62740     23.95      4.04
2006.63014     25.94      3.54
2006.63288      6.82      3.67
2006.63562     24.82      3.70
2006.63836     12.67      3.86
2006.64110     16.90      3.80
2006.64384     24.75      3.70
2006.64658     30.80      3.82
2006.64932     27.97      3.93
2006.65205     27.64      3.92
2006.65479     21.12      3.81
2006.65753     24.77      3.82
2006.66027     25.70      3.79
2006.66301     25.42      3.85
2006.66575     11.39      4.04
2006.66849     31.28      3.96
2006.67123     33.31      3.85
2006.67397     18.34      4.07
2006.67671     18.16      4.04
2006.67945     22.38      4.00
2006.68219     31.54      3.90
2006.68493     22.66      4.01
2006.68767     16.47      3.76
2006.69041     23.66      3.60
2006.69315     20.29      3.67
2006.69589     27.29      3.71
2006.69863     18.96      3.71
2006.70137     24.67      3.73
2006.70411     19.14      3.74
2006.70685     20.91      3.51
2006.70959     24.67      3.50
2006.71233     20.72      3.52
2006.71507     23.78      3.50
2006.71781     19.51      3.49
2006.72055     22.54      3.56
2006.72329     25.50      3.62
2006.72603     22.22      3.62
2006.72877     30.54      3.55
2006.73151     21.48      3.56
2006.73425     23.26      3.56
2006.73699     16.78      3.57
2006.73973      9.22      3.60
2006.74247     18.48      3.66
2006.74521     22.59      3.53
2006.74795     18.91      3.57
2006.75068     25.19      3.71
2006.75342     18.64      3.64
2006.75616     20.31      3.64
2006.75890     23.81      3.55
2006.76164     15.31      3.63
2006.76438     19.73      3.66
2006.76712     23.68      3.61
2006.76986     19.91      3.59
2006.77260     17.12      3.57
2006.77534     22.16      3.55
2006.77808     28.79      3.52
2006.78082     26.92      3.53
2006.78356     21.09      3.52
2006.78630     22.12      3.62
2006.78904     24.64      3.55
2006.79178     18.90      3.55
2006.79452     20.67      3.57
2006.79726     18.89      3.48
2006.80274     19.98      3.69
2006.80548     15.45      3.48
2006.80822     19.34      3.58
2006.81096     28.65      3.62
2006.81370     17.37      4.08
2006.81918     19.94      4.10
2006.82192     22.05      3.55
2006.82466     18.24      3.62
2006.82740     15.64      3.61
2006.83014     20.90      3.56
2006.83288     23.16      3.51
2006.83562     25.59      3.54
2006.83836     20.49      3.53
2006.84110     15.79      3.52
2006.84384     16.04      3.61
2006.84658     18.61      3.52
2006.84932     18.15      3.65
2006.85205     16.49      3.86
2006.85479     16.34      3.83
2006.85753     22.83      3.55
2006.86027     18.25      3.62
2006.86301     22.60      3.69
2006.86575     21.87      3.67
2006.86849     19.71      3.51
2006.87123     18.80      3.47
2006.87397     22.80      3.42
2006.87671     16.61      3.43
2006.87945     28.19      3.46
2006.88219     24.54      3.51
2006.88493     16.16      3.55
2006.88767     21.80      3.64
2006.89041     18.00      3.44
2006.89315     20.08      3.59
2006.89589     19.12      3.58
2006.89863     25.04      3.59
2006.90137     28.08      3.70
2006.90411     18.91      3.42
2006.90685     19.60      3.48
2006.90959     21.69      3.46
2006.91233     18.08      3.44
2006.91507     17.17      3.42
2006.91781     22.19      3.43
2006.92055     15.85      3.50
2006.92329     15.79      3.42
2006.92603     17.11      3.42
2006.92877     13.37      3.44
2006.93151     15.21      3.45
2006.93425     10.40      3.54
2006.93699     17.08      3.65
2006.93973     14.94      3.53
2006.94247     13.28      3.45
2006.94521      7.57      3.55
2006.94795     18.26      3.65
